model_type,training_time_seconds,training_time_minutes,mae_mean,mae_std,rmse_mean,rmse_std,n2n_mse_mean,n2n_mse_std,n2n_count_sources
linear,8.055233416998817,0.1342538902833136,0.06521976739168167,0.05001329630613327,0.08151889592409134,0.06276177614927292,0.2858511580008045,0.19022247229347752,554
