model_type,training_time_seconds,training_time_minutes,mae_mean,mae_std,rmse_mean,rmse_std,n2n_mse_mean,n2n_mse_std,n2n_count_sources
lstm,176.28505453513935,2.9380842422523226,0.06397873163223267,0.0518965981900692,0.08043091744184494,0.06460999697446823,0.29268830678499697,0.19752877461917248,554
